flume,preName,dataType,startTime,endTime,runoffDur_cal,rainDurMin,runoffVolume_DAP,runoffPeak_DAP,sediKg_DAP,runRainRatio,runEventCode,nGauges,maxRain,minRain,rainStartTime,rainEndTime,ratioFlag,runTimeFlag,missingRunDAPFlag,noRunRateFlag,noRainFlag,lowRainFlag,lowRunFlag,runCodeFlag,runCalc_dFlag,rainCodeFlag,timeFlag,intensityFlag,sameRainFlag,rainLateFlag,runTooLateFlag,runTooLateFlag2
102,a19700802-230800,a,1970-08-02 23:08:00,1970-08-02 23:37:00,29.0,116.0,0.11605259999999999,0.22169119999999998,,0.012691666592540668,0,1.0,9.144000053405762,9.144000053405762,1970-08-02 22:47:00,1970-08-03 00:43:00,,,,,,,,,,,,,,,,
102,a19700810-181600,a,1970-08-10 18:16:00,1970-08-10 18:54:00,38.0,179.0,2.53365,24.120856,,0.12018071871629887,0,1.0,21.082000732421875,21.082000732421875,1970-08-10 18:10:00,1970-08-10 21:09:00,,,,,,,,,,,,,,,,
102,a19700814-151300,a,1970-08-14 15:13:00,1970-08-14 15:46:00,33.0,59.0,0.696468,4.3128692,,0.053764703919105095,0,1.0,12.954000473022461,12.954000473022461,1970-08-14 14:41:00,1970-08-14 15:40:00,,,,,,,,,,,,,,,,
102,a19700826-160100,a,1970-08-26 16:01:00,1970-08-26 16:17:00,16.0,22.0,0.14071599999999998,0.9106154,,0.018466666944008177,0,1.0,7.619999885559082,7.619999885559082,1970-08-26 15:45:00,1970-08-26 16:07:00,,,,,,,,,,,,,,,,
102,a19700904-183100,a,1970-09-04 18:31:00,1970-09-04 18:40:00,9.0,1319.0,0.068072,0.0136144,,0.003152941154187094,0,1.0,21.59000015258789,21.59000015258789,1970-09-03 21:00:00,1970-09-04 18:59:00,,,,,,,,,,,,1.0,,,,1.0
102,a19700908-131200,a,1970-09-08 13:12:00,1970-09-08 14:15:00,63.0,87.0,15.140939999999999,64.38732359999999,,0.41395833091559925,0,1.0,36.57600021362305,36.57600021362305,1970-09-08 13:05:00,1970-09-08 14:32:00,,,,,,,,,,,,,,,,
102,a19710723-184100,a,1971-07-23 18:41:00,1971-07-23 22:35:00,234.0,222.0,7.571231999999999,33.649031,,0.23106977561997855,0,1.0,32.76599884033203,32.76599884033203,1971-07-23 18:20:00,1971-07-23 22:02:00,,,0.0,,,,,,,,,,,,,
102,a19710724-183200,a,1971-07-24 18:32:00,1971-07-24 19:35:00,63.0,32.0,4.01828,16.465143599999998,,0.24338461201051986,1,1.0,16.510000228881836,16.510000228881836,1971-07-24 18:29:00,1971-07-24 19:01:00,,,,,,,,1.0,,,,,,,,
102,a19710729-195300,a,1971-07-29 19:53:00,1971-07-29 20:11:00,18.0,70.0,0.334518,3.1651194,,0.041156248686527216,0,1.0,8.128000259399414,8.128000259399414,1971-07-29 19:36:00,1971-07-29 20:46:00,,,,,,,,,,,,,,,,
102,a19710803-161500,a,1971-08-03 16:15:00,1971-08-03 16:15:00,,21.0,0.9143999999999999,0.0,,0.19999999883189495,0,1.0,4.572000026702881,4.572000026702881,1971-08-03 16:00:00,1971-08-03 16:21:00,,,,1.0,,,,,,,,,,,,
102,a19710810-185200,a,1971-08-10 18:52:00,1971-08-10 19:33:00,41.0,64.0,7.9146399999999995,59.4348062,,0.28851852686377416,1,1.0,27.43199920654297,27.43199920654297,1971-08-10 18:46:00,1971-08-10 19:50:00,,,,,,,,1.0,,,,,,,,
102,a19710812-210800,a,1971-08-12 21:08:00,1971-08-12 21:59:00,51.0,166.0,8.260079999999999,37.059412800000004,,0.2983486149739332,1,1.0,27.68600082397461,27.68600082397461,1971-08-12 20:45:00,1971-08-12 23:31:00,,,,,,,,1.0,,,,,,,,
102,a19710818-210500,a,1971-08-18 21:05:00,1971-08-18 21:41:00,36.0,121.0,6.20268,25.018796799999997,,0.2597872400194921,0,1.0,23.875999450683594,23.875999450683594,1971-08-18 20:45:00,1971-08-18 22:46:00,,,,,,,,,,,,,,,,
102,a19710827-213100,a,1971-08-27 21:31:00,1971-08-27 21:50:00,19.0,19.0,0.587756,6.2561469999999995,,0.08899999876617302,0,1.0,6.604000091552734,6.604000091552734,1971-08-27 21:21:00,1971-08-27 21:40:00,,,,,,,,,,,,,,,,
102,a19710918-115700,a,1971-09-18 11:57:00,1971-09-18 17:25:00,328.0,394.0,2.2558502000000002,13.479398999999999,,0.0879336656676345,1,1.0,25.65399932861328,25.65399932861328,1971-09-18 11:55:00,1971-09-18 18:29:00,,,0.0,,,,,1.0,,,,,,,,
102,a19710929-183600,a,1971-09-29 18:36:00,1971-09-29 20:36:00,120.0,646.0,0.14884399999999998,0.22044659999999996,,0.009156249707784716,0,1.0,16.256000518798828,16.256000518798828,1971-09-29 10:20:00,1971-09-29 21:06:00,,,0.0,,,,,,,,,,,,,1.0
102,a19720606-203100,a,1972-06-06 20:31:00,1972-06-06 21:25:00,54.0,146.0,4.10464,24.731675199999998,,0.14175438902759405,1,1.0,28.95599937438965,28.95599937438965,1972-06-06 18:35:00,1972-06-06 21:01:00,,,,,,,,1.0,,,,,,,,
102,a19720715-204800,a,1972-07-15 20:48:00,1972-07-15 20:54:00,6.0,159.0,9.905999999999999e-05,0.0,,7.959183610042682e-06,0,1.0,12.446000099182129,12.446000099182129,1972-07-15 20:24:00,1972-07-15 23:03:00,,,,,,,1.0,,,,,,,,,
102,a19720724-172900,a,1972-07-24 17:29:00,1972-07-24 17:50:00,21.0,58.0,0.011112499999999999,0.1178814,,0.0010416666450626837,1,1.0,10.668000221252441,10.668000221252441,1972-07-24 17:10:00,1972-07-24 18:08:00,,,,,,,,1.0,,,,,,,,
102,a19720728-181900,a,1972-07-28 18:19:00,1972-07-28 18:49:00,30.0,20.0,0.00783336,0.034975799999999994,,0.0006561702278625009,0,1.0,11.937999725341797,11.937999725341797,1972-07-28 18:15:00,1972-07-28 18:35:00,,,,,,,,,,,,,,,,
102,a19720808-170000,a,1972-08-08 17:00:00,1972-08-08 17:00:00,,293.0,0.9652,0.0,,0.08636363176499882,0,1.0,11.176000595092773,11.176000595092773,1972-08-08 14:06:00,1972-08-08 18:59:00,,,,1.0,,,,,,,,,,,,
102,a19720812-155500,a,1972-08-12 15:55:00,1972-08-12 16:45:00,50.0,271.0,0.41808399999999996,2.9628083999999997,,0.01891954059567833,1,1.0,22.097999572753906,22.097999572753906,1972-08-12 15:35:00,1972-08-12 20:06:00,,,,,,,,1.0,,,,,,,,
102,a19720826-132100,a,1972-08-26 13:21:00,1972-08-26 15:00:00,99.0,346.0,0.0628777,0.502285,,0.0037507575894135093,0,1.0,16.763999938964844,16.763999938964844,1972-08-26 09:18:00,1972-08-26 15:04:00,,,0.0,,,,,,,,,,,,,
102,a19720829-193300,a,1972-08-29 19:33:00,1972-08-29 20:12:00,39.0,89.0,1.2235179999999999,11.469928799999998,,0.10947727623984704,0,1.0,11.175999641418457,11.175999641418457,1972-08-29 18:55:00,1972-08-29 20:24:00,,,,,,,,,,,,,,,,
